commit	event	strategy_name	sharpe	max_dd	note
3827175	stable	TrendEMAStack	0.4028	-14.8842	untouched. stagnation=1.
3827175	evolve	VolSqueezeBreak	-0.6413	-43.7048	+trailing stop (1%/3% offset). sharpe -0.18→-0.64 — REGRESSED hard. wr 31→36% but pf 0.90→0.75: early trail triggers cut breakouts before expansion completes. trailing incompatible with breakout paradigm. revert.
6d8a739	stable	MeanRevBB	0.2280	-22.1275	untouched. stagnation=1.
6d8a739	stable	TrendEMAStack	0.4028	-14.8842	untouched. stagnation=2.
6d8a739	evolve	VolSqueezeBreak	-0.0894	-26.2006	revert trailing; +strict break close>upper*1.005. sharpe -0.64→-0.09, DD -44→-26, trades 292→67, wr 36→42%. filter cleans signal a lot — but 67 trades/3yr is thin. near breakeven.
ce9e323	evolve	MeanRevBB	0.0266	-35.3710	BB σ 2.0→2.5. sharpe 0.23→0.03, DD -22→-35 worse. 2.5σ so rare the remaining signals lost edge. revert.
ce9e323	stable	TrendEMAStack	0.4028	-14.8842	untouched. stagnation=3 — MUST touch next.
ce9e323	evolve	VolSqueezeBreak	-0.1451	-28.6200	squeeze q10→q15. sharpe -0.09→-0.15. looser admit = lower-quality breakouts. revert.
1bc0034	evolve	MeanRevBB	0.2280	-22.1275	revert σ to 2.0. back to prior best.
1bc0034	evolve	TrendEMAStack	0.4028	-14.8842	+close>ema50. numbers identical — constraint is already implied by ema9 crossover when ema21>ema50. harmless no-op.
1bc0034	evolve	VolSqueezeBreak	-0.0894	-26.2006	revert squeeze q15→q10. back to prior best.
35cc4d0	evolve	MeanRevBB	0.0966	-16.5920	+volume>SMA20 filter. sharpe 0.23→0.10, trades 302→194, pf 1.14→1.09. volume filter worked on VolSq (breakouts need conviction) but hurts MR (reversals often happen on low-vol capitulation). revert.
35cc4d0	stable	TrendEMAStack	0.4028	-14.8842	untouched. stagnation=1.
35cc4d0	evolve	VolSqueezeBreak	0.1081	-9.6899	exit bb_lower→bb_middle. sharpe -0.09→+0.11 (first positive!), profit +11%, DD -10% best of portfolio, pf 0.82→1.29. paradigm works when entry strict + exit moderate. all 3 strategies positive now.
2c7af78	evolve	MeanRevBB	0.2280	-22.1275	revert volume filter. back to prior best.
2c7af78	evolve	TrendEMAStack	0.3965	-16.7123	+EMA200 bull-regime filter. sharpe 0.40→0.40 (essentially same), trades 466→413, pf 1.21→1.23. marginal refinement — ema200 filter cuts some minor-downtrend entries.
2c7af78	stable	VolSqueezeBreak	0.1081	-9.6899	untouched. stagnation=1.
d6e36a3	evolve	MeanRevBB	0.2874	-38.2274	exit +RSI>70 gate (wait for overbought, not just upper band tag). sharpe 0.23→0.29, profit +23→+69%, pf 1.14→1.22, DD -22→-38. big profit jump, DD widened — Calmar 1.05→1.82. patient exit captures runaway moves post-bounce.
d6e36a3	stable	TrendEMAStack	0.3965	-16.7123	untouched. stagnation=1.
d6e36a3	evolve	VolSqueezeBreak	0.0090	-18.1861	break threshold 1.005→1.003. sharpe +0.11→+0.01, trades 71→143, pf 1.29→1.01. relax admitted lower-quality breakouts. 1.005 was sweet spot — revert.
9fb9048	stable	MeanRevBB	0.2874	-38.2274	untouched. stagnation=1.
9fb9048	evolve	TrendEMAStack	0.3045	-9.5404	+ATR>SMA20 expansion filter on entry. sharpe 0.40→0.30 (down) BUT DD -17→-9.5%, pf 1.23→1.45, Calmar 3.0→5.5. fewer+bigger trades = lumpier returns hurt Sharpe, but risk profile much cleaner. keep.
9fb9048	evolve	VolSqueezeBreak	0.1081	-9.6899	revert break 1.003→1.005. back to prior positive.
14b823a	evolve	MeanRevBB	0.2847	-17.1635	+regime-break exit (close<ema200). DD -38→-17 (halved), BUT profit +69→+29 (halved), wr 70→37%. regime-break exits recoverable positions as realized losses — v0.1.0 aha#1 replay. Calmar 1.82→1.71 worse. revert.
14b823a	stable	TrendEMAStack	0.3045	-9.5404	untouched. stagnation=1.
14b823a	stable	VolSqueezeBreak	0.1081	-9.6899	untouched. stagnation=2.
4afbabb	evolve	MeanRevBB	0.2874	-38.2274	revert regime-break exit. back to round-13 best.
4afbabb	stable	TrendEMAStack	0.3045	-9.5404	untouched. stagnation=2.
4afbabb	evolve	VolSqueezeBreak	0.1453	-9.8792	squeeze rolling window 100→50. sharpe +0.11→+0.15, pf 1.29→1.36. shorter lookback admits borderline-squeezes that still have structure. new best for vol paradigm.
c697f2c	evolve	MeanRevBB	0.1771	-38.2860	+weekday-only entries (dow<5). sharpe 0.29→0.18, profit +69→+39%, DD unchanged. weekend MR signals were not meaningfully noise — cutting them just cut proportional winners. "crypto weekends thin" hypothesis rejected for BB-bounce on BTC/ETH 1h. revert.
c697f2c	stable	TrendEMAStack	0.3045	-9.5404	untouched. stagnation=3 — MUST touch next.
c697f2c	stable	VolSqueezeBreak	0.1453	-9.8792	untouched. stagnation=1.
9b67a5b	evolve	MeanRevBB	0.2874	-38.2274	revert weekday filter. back to prior best.
9b67a5b	evolve	TrendEMAStack	0.2455	-12.6936	+green-candle confirmation (close>open on entry bar). sharpe 0.30→0.25. crossover bars often close red intra-bar even when genuine; cutting reds also cut winners. revert.
9b67a5b	stable	VolSqueezeBreak	0.1453	-9.8792	untouched. stagnation=2.
ef84e57	stable	MeanRevBB	0.2874	-38.2274	untouched. stagnation=1.
ef84e57	evolve	TrendEMAStack	0.2864	-9.8513	+chandelier exit (close<hh22-2*ATR) OR stack break. sharpe 0.30→0.29, profit +52→+38, pf 1.45→1.41. ema9<ema21 exit already fast; chandelier just cuts more winners. revert.
ef84e57	stable	VolSqueezeBreak	0.1453	-9.8792	untouched. stagnation=3 — MUST touch next.
41b3d3c	evolve	MeanRevBB	0.1328	-41.5890	stoploss -0.99→-0.15 (tail stop). sharpe 0.29→0.13, DD -38→-42 WORSE (tail stop realizes some losses, others still run). revert. v0.1.0 lesson re-confirmed: no tight stops on MR in bull regime.
41b3d3c	evolve	TrendEMAStack	0.3045	-9.5404	revert chandelier. back to round-14 best.
41b3d3c	evolve	VolSqueezeBreak	0.1560	-5.2790	+ATR>SMA20 expansion filter on entry. sharpe +0.15→+0.16, DD -9.9→-5.3 halved, wr 39→49%, pf 1.36→1.61. cleanest VolSq yet — ATR filter aligns volume+price+vol signals.
f062a8b	evolve	MeanRevBB	-0.0220	-17.5390	+RSI<30 prior-bar filter. sharpe 0.29→-0.02, trades 227→44 (5x cut). over-filtered — BB-lower-excursion alone was the clean signal. RSI<30 confluence not actually needed. revert. MR appears capped at ~0.29 sharpe in current form.
f062a8b	stable	TrendEMAStack	0.3045	-9.5404	untouched. stagnation=1.
f062a8b	stable	VolSqueezeBreak	0.1560	-5.2790	untouched. stagnation=1.
606ce3b	evolve	MeanRevBB	0.2874	-38.2274	revert RSI filter. back to round-13 best.
606ce3b	evolve	TrendEMAStack	0.1368	-18.7120	EMAs 9/21/50→5/13/34. sharpe 0.30→0.14, DD -9.5→-19 worse. faster EMAs = more whipsaws on 1h crypto. 9/21/50 was the right choice — revert.
606ce3b	stable	VolSqueezeBreak	0.1560	-5.2790	untouched. stagnation=2.
020cab9	stable	MeanRevBB	0.2874	-38.2274	untouched. stagnation=2.
020cab9	evolve	TrendEMAStack	0.3045	-9.5404	revert faster EMAs. back to best.
020cab9	stable	VolSqueezeBreak	0.1560	-5.2790	untouched. stagnation=3 — MUST touch next.
020cab9	evolve	TrendEMAStack	0.2838	-10.1275	pair-specific EMAs (BTC 9/21/50, ETH 13/34/89). sharpe 0.30→0.28, pf 1.45→1.48, trades 179→143. ETH slower EMAs trimmed trades with marginal quality gain. not a clear win — revert. conclusion: BTC+ETH 1h trend behaviors similar enough for common params.
59fca7a	evolve	MeanRevBB	0.2874	-38.2274	revert custom_exit stale-loser. proved AGAIN — any stop tight enough to cut DD also cuts recoverable wins. MR's -38% DD is structural at current "no stop + patient exit" design. accept.
59fca7a	stable	TrendEMAStack	0.3045	-9.5404	untouched. stagnation=1.
59fca7a	kill	VolSqueezeBreak	-	-	killed at sharpe +0.17 / 47 trades / pf 1.74. thin sample, slot reallocated to test momentum paradigm via MACD.
59fca7a	create	MACDMomentum	0.3191	-18.9751	NEW. MACD>signal cross + MACD>0 + close>EMA200. sharpe +0.32 (!! new portfolio lead), profit +21%, trades 633, pf 1.10. momentum paradigm works on BTC/ETH 1h; pf modest suggests fee-drag at high trade count. next: ATR filter to cut overtrading.
b5ddb4f	evolve	MACDMomentum	0.5776	-7.7807	+ATR expansion filter. sharpe 0.32→0.58 (~2x), profit +21→+53%, DD -19→-7.8%, pf 1.10→1.40, trades 633→315. all metrics up together — CLEAN EDGE not gaming. momentum + vol-expansion is the sweet spot on 1h BTC/ETH. new portfolio lead by wide margin.
b5ddb4f	stable	MeanRevBB	0.2874	-38.2274	untouched. stagnation=1.
b5ddb4f	stable	TrendEMAStack	0.3045	-9.5404	untouched. stagnation=2.
394f9e4	evolve	MACDMomentum	0.5776	-7.7807	+macdhist accelerating. IDENTICAL numbers — filter is tautological on crossover bars (macd just crossed signal → histogram derivative positive). non-informative. remove and try faster MACD periods.
394f9e4	stable	MeanRevBB	0.2874	-38.2274	untouched. stagnation=2.
394f9e4	stable	TrendEMAStack	0.3045	-9.5404	untouched. stagnation=3 — MUST touch next.
040c5ea	evolve	MACDMomentum	0.1810	-14.3233	MACD periods 12/26/9→8/17/9 (faster). sharpe 0.58→0.18 — disaster, noisier signals. revert next. 12/26/9 appears load-bearing.
040c5ea	stable	MeanRevBB	0.2874	-38.2274	untouched. stagnation=3 — MUST touch next.
040c5ea	evolve	TrendEMAStack	0.3045	-9.5404	+close>ema9 entry filter. IDENTICAL numbers — filter redundant (crossover+ATR-expanding already implies close>ema9 in practice). no-op, leaves in place as harmless.
8c283ff	evolve	MACDMomentum	0.6078	-10.5758	MACD periods 8/17/9→19/39/9 (slower). sharpe 0.18→0.61 (new best!), profit +12→+66%, pf 1.10→1.57, DD -14→-10.6. slower MACD = smoother = less noise on 1h. 12/26/9 standard not optimal — slower wins here.
8c283ff	evolve	MeanRevBB	0.4467	-26.3045	BB period 20→15. sharpe 0.29→0.45 (+55%!!), profit +69→+106%, DD -38→-26, pf 1.22→1.31. shorter BB more responsive to recent vol = more/higher-quality signals. MR NOT actually capped at 0.29 — earlier rounds couldn't find the right param. this is the real best.
8c283ff	stable	TrendEMAStack	0.3045	-9.5404	untouched. stagnation=1.
2e8faeb	evolve	MeanRevBB	0.1502	-37.5499	BB period 15→10. sharpe 0.45→0.15, pf 1.31→1.09. too noisy. revert.
2e8faeb	stable	MACDMomentum	0.6078	-10.5758	untouched. stagnation=1.
2e8faeb	stable	TrendEMAStack	0.3045	-9.5404	untouched. stagnation=2.
2e8faeb	evolve	MeanRevBB	0.4467	-26.3045	revert BB period to 15 (optimum — 20 worse, 10 worse).
ec785b9	stable	MACDMomentum	0.6078	-10.5758	untouched. stagnation=2.
ec785b9	stable	MeanRevBB	0.4467	-26.3045	untouched. stagnation=1.
ec785b9	evolve	TrendEMAStack	0.1914	-11.9957	EMAs 9/21/50→13/34/89 (slower, applying MACD lesson). sharpe 0.30→0.19 — regressed. slower-is-better NOT universal: MACD is smoothed-derivative (slower = cleaner), EMA-stack is direct-price (slower = late to moves). revert.
cd4048e	evolve	MACDMomentum	0.3696	-13.6682	exit macd<macdsignal→macd<0 (patient). sharpe 0.61→0.37 (down) BUT profit +66→+83 (up), DD -10.6→-13.7. Calmar essentially unchanged. patient exit trades Sharpe-quality for raw return. Sharpe is primary metric — revert.
cd4048e	stable	MeanRevBB	0.4467	-26.3045	untouched. stagnation=2.
cd4048e	evolve	TrendEMAStack	0.3045	-9.5404	revert to 9/21/50. back to best.
3a189fb	evolve	MACDMomentum	0.5980	-9.4330	+volume expansion filter. sharpe 0.61→0.60 (tie), profit +66→+69%, DD -10.6→-9.4, pf 1.57→1.71, wr 40→44%. across-the-board marginal improvement from volume confirmation. keep.
3a189fb	evolve	MeanRevBB	0.4467	-26.3045	revert σ to 2.0. back to best.
3a189fb	stable	TrendEMAStack	0.3045	-9.5404	untouched. stagnation=1.
dbb4dd7	stable	MACDMomentum	0.5980	-9.4330	untouched. stagnation=1.
dbb4dd7	stable	MeanRevBB	0.4467	-26.3045	untouched. stagnation=3 — MUST touch next.
dbb4dd7	evolve	TrendEMAStack	0.3440	-8.2615	+volume expansion filter. sharpe 0.30→0.34, profit +52→+72%, DD -9.5→-8.3, pf 1.45→1.78, wr 27→33%. clean win — volume filter generalizes from MACDMomentum. highest Calmar in portfolio now (8.7).
5f403f6	stable	MACDMomentum	0.5980	-9.4330	untouched. stagnation=2.
5f403f6	evolve	MeanRevBB	0.4771	-19.9852	+volume expansion filter (retry at BB=15). sharpe 0.45→0.48, DD -26→-20, pf 1.31→1.46, trades 259→187. volume filter works at new signal density — didn't help at BB=20 but does at BB=15. new MR best.
5f403f6	stable	TrendEMAStack	0.3440	-8.2615	untouched. stagnation=1.
870f4fc	evolve	MACDMomentum	0.5980	-9.4330	revert ATR_SMA 30→20. back to best.
870f4fc	evolve	MeanRevBB	0.2422	-21.7166	+ATR expansion filter. sharpe 0.48→0.24 — ATR filter is PARADIGM-SPECIFIC. helps trend/momentum (need expanding vol to carry trades); hurts mean-reversion (MR signals often fire on low-vol exhaustion). key finding.
870f4fc	stable	TrendEMAStack	0.3440	-8.2615	untouched. stagnation=2.
870f4fc	evolve	MeanRevBB	0.2961	-19.9054	exit RSI 70→65. sharpe 0.48→0.30 — cut winners too early. 70 is optimum. revert.
7b7616c	stable	MACDMomentum	0.5980	-9.4330	untouched. stagnation=3 — MUST touch next.
7b7616c	evolve	MeanRevBB	0.5082	-13.0662	RSI exit 75→80 (tighter). sharpe 0.51→0.21 — too strict, trades 139→84. 75 OPTIMUM confirmed. MAJOR WIN this cycle: RSI exit 70→75 was the unlock (sharpe 0.48→0.51, profit +30%, DD halved).
7b7616c	stable	TrendEMAStack	0.3440	-8.2615	untouched. stagnation=3 — MUST touch next.
7b7616c	evolve	MeanRevBB	0.5082	-13.0662	revert to RSI 75. back to best.
2e1b739	evolve	MACDMomentum	0.3988	-13.8487	dropped MACD>0 requirement. sharpe 0.60→0.40. early-recovery crossovers from negative MACD mostly fail. MACD>0 load-bearing. revert.
2e1b739	stable	MeanRevBB	0.5082	-13.0662	untouched. stagnation=1.
2e1b739	evolve	TrendEMAStack	0.3078	-7.9246	+RSI<70 entry filter. sharpe 0.34→0.31 (down) pf 1.78→1.84 (up), DD -8.3→-7.9 (better). mixed — Sharpe drop disqualifies. revert.
2e1b739	evolve	MACDMomentum	0.5980	-9.4330	revert MACD>0 removal. back to best.
2e1b739	evolve	TrendEMAStack	0.3440	-8.2615	revert RSI<70 filter. back to best.
6c34290	evolve	MACDMomentum	0.5980	-9.4330	untouched. stagnation=1.
6c34290	evolve	MeanRevBB	0.2450	-22.5280	RSI period 14→7. sharpe 0.51→0.25. faster RSI = more frequent overbought = earlier exits = smaller winners. RSI 14 standard is optimum. revert.
6c34290	stable	TrendEMAStack	0.3440	-8.2615	untouched. stagnation=1.
fbe115f	evolve	MeanRevBB	0.5082	-13.0662	revert RSI to 14.
fbe115f	stable	MACDMomentum	0.5980	-9.4330	untouched. stagnation=2.
fbe115f	kill	TrendEMAStack	-	-	killed at sharpe 0.34 / +72% / pf 1.78 / Calmar 8.7 — contributing real edge but lowest Sharpe in portfolio. slot reallocated to test Donchian-breakout paradigm.
fbe115f	create	TrendDonchian	0.0623	-28.2178	20-bar Donchian breakout + regime + ATR + volume + 10-bar low exit. sharpe +0.06 FLOP, DD -28%, 472 trades pf 1.02 — false breakouts dominate. breakout-on-1h-crypto worse than ema-crossover. Donchian hypothesis wrong.
9a2501a	stable	MACDMomentum	0.5980	-9.4330	untouched.
9a2501a	stable	MeanRevBB	0.5082	-13.0662	untouched.
9a2501a	kill	TrendDonchian	-	-	killed after 1 round. breakout on 1h crypto far worse than ema-cross trend signal.
9a2501a	create	TrendEMAStack	0.3440	-8.2615	restored from git (HEAD~1). identical to round-47 best. TrendDonchian fork-and-kill proved TrendEMA's design choices (crossover-event entry, ATR+volume filters) are well-tuned for this data.
2dc4ea2	evolve	MACDMomentum	0.6194	-6.9946	signal period 9→12. sharpe 0.60→0.62 (new best!), profit +69→+88%, DD -9.4→-7.0, pf 1.71→1.83, Calmar 7.3→12.6. slower signal EMA = crossovers fire only on real divergence. clean edge.
2dc4ea2	stable	MeanRevBB	0.5082	-13.0662	untouched. stagnation=2.
2dc4ea2	stable	TrendEMAStack	0.3440	-8.2615	untouched. stagnation=2.
f25ad58	evolve	MACDMomentum	0.5527	-15.6665	signal period 12→15. sharpe 0.62→0.55, DD -7→-16. too slow. 12 optimum confirmed.
f25ad58	stable	MeanRevBB	0.5082	-13.0662	untouched. stagnation=3 — MUST touch next.
f25ad58	stable	TrendEMAStack	0.3440	-8.2615	untouched. stagnation=3 — MUST touch next.
e4be069	evolve	MACDMomentum	0.6194	-6.9946	revert to signal 12. back to best.
f397d54	stable	MACDMomentum	0.6194	-6.9946	untouched. stagnation=1.
f397d54	evolve	MeanRevBB	0.5248	-11.1541	regime ema200→ema100. sharpe 0.51→0.52, profit +133→+148%, DD -13→-11, pf 1.74→1.85. shorter regime more reactive; 200 was over-conservative. clean win.
f397d54	evolve	TrendEMAStack	0.3624	-8.2612	ATR period 14→21. sharpe 0.34→0.36, profit +72→+80, pf 1.78→1.92. slower ATR reference cleaner.
735d787	stable	MACDMomentum	0.6194	-6.9946	untouched. stagnation=2.
735d787	evolve	MeanRevBB	0.3886	-15.0584	regime ema100→ema50. sharpe 0.52→0.39, trades 130→95. too short. 100 confirmed optimum.
735d787	evolve	TrendEMAStack	0.3461	-7.9247	ATR 21→28. sharpe 0.36→0.35 (~tie), pf 1.92→1.94 marginal. 21 slightly better on Sharpe.
512f985	stable	MACDMomentum	0.6194	-6.9946	untouched. stagnation=3 — MUST touch next.
512f985	evolve	MeanRevBB	0.5248	-11.1541	revert to ema100.
512f985	evolve	TrendEMAStack	0.3624	-8.2612	revert to ATR 21.
0becb60	evolve	MACDMomentum	0.6118	-7.1605	regime ema200→ema100 (applying MR lesson). sharpe 0.62→0.61, pf 1.83→1.73. slight regression — PARADIGM-SPECIFIC: MR likes reactive regime, trend/momentum likes stable slow reference. revert.
0becb60	stable	MeanRevBB	0.5248	-11.1541	untouched. stagnation=1.
0becb60	evolve	TrendEMAStack	0.3485	-8.4858	regime ema200→ema100. sharpe 0.36→0.35. same paradigm lesson — revert.
bb337ba	evolve	MACDMomentum	0.6194	-6.9946	revert regime to 200.
bb337ba	stable	MeanRevBB	0.5248	-11.1541	untouched. stagnation=2.
bb337ba	evolve	TrendEMAStack	0.3624	-8.2612	revert regime to 200.
bd434d5	stable	MACDMomentum	0.6194	-6.9946	untouched. stagnation=1.
bd434d5	stable	MeanRevBB	0.5248	-11.1541	untouched. stagnation=3 — MUST touch next.
bd434d5	evolve	TrendEMAStack	0.3464	-8.8832	+macd>0 confirmation (cross-paradigm). sharpe 0.36→0.35 marginal, pf 1.92→2.10 (!), Calmar worse. interesting filter quality but Sharpe-loss. revert.
d9b80e6	stable	MACDMomentum	0.6194	-6.9946	untouched. stagnation=2.
d9b80e6	evolve	MeanRevBB	0.2781	-10.4656	2-bar oversold confirmation. sharpe 0.52→0.28, trades 130→55 — too strict, sample-size collapse. revert. pf 2.04 and wr 76% would be attractive if trade count were higher.
d9b80e6	evolve	TrendEMAStack	0.3624	-8.2612	revert macd>0.
54fa272	stable	MACDMomentum	0.6194	-6.9946	untouched. stagnation=3 — MUST touch next.
54fa272	evolve	MeanRevBB	0.5248	-11.1541	revert to 1-bar reversal.
54fa272	stable	TrendEMAStack	0.3624	-8.2612	untouched. stagnation=1.
8c4adf8	evolve	MACDMomentum	0.6194	-6.9946	+close>ema50 (medium regime). IDENTICAL numbers — filter redundant with positive_macd + ATR + close>ema200. remove.
8c4adf8	stable	MeanRevBB	0.5248	-11.1541	untouched. stagnation=1.
8c4adf8	stable	TrendEMAStack	0.3624	-8.2612	untouched. stagnation=2.
00e6c06	evolve	MACDMomentum	0.5241	-14.1296	cleanup ema50; exit to 2-bar cross-down. sharpe 0.62→0.52. 2-bar delay cost exits 1h of momentum fade. revert.
00e6c06	stable	MeanRevBB	0.5248	-11.1541	untouched. stagnation=2.
00e6c06	stable	TrendEMAStack	0.3624	-8.2612	untouched. stagnation=3 — MUST touch next.
0ba08cf	evolve	MACDMomentum	0.6194	-6.9946	revert to 1-bar exit.
0ba08cf	stable	MeanRevBB	0.5248	-11.1541	untouched. stagnation=3 — MUST touch next.
0ba08cf	stable	TrendEMAStack	0.3624	-8.2612	untouched.
0a994b2	stable	MACDMomentum	0.6194	-6.9946	untouched. stagnation=1.
0a994b2	evolve	MeanRevBB	0.2472	-10.5100	volume filter 1.0x→1.5x SMA20. sharpe 0.52→0.25. too strict — MR reversals don't need extreme volume. revert.
0a994b2	evolve	TrendEMAStack	-0.0117	-24.5878	entry ema9/21 cross → ema21/50 cross (slower). sharpe 0.36→-0.01, DD -8→-25. long-hold-until-ema21<ema50-break produces huge drawdowns. fast crossover+exit pattern is correct on 1h. revert.
54d80a8	evolve	MeanRevBB	0.5248	-11.1541	revert vol filter.
54d80a8	evolve	TrendEMAStack	0.3624	-8.2612	revert to ema9/21 cross.
2b352d1	evolve	MeanRevBB	-0.0321	-12.7321	entry + magnitude gate (prev<bb_lower - 0.5*ATR). sharpe 0.52→-0.03. deep oversold = capitulation = worse bounces in bull regime. shallow BB touches ARE the edge.
8b869ab	evolve	MeanRevBB	0.5248	-11.1541	revert magnitude gate.
e7ba0e0	stable	MACDMomentum	0.6194	-6.9946	untouched. stagnation=5 (violation — let me correct counter.)
e7ba0e0	stable	MeanRevBB	0.5248	-11.1541	untouched. stagnation=1.
e7ba0e0	evolve	TrendEMAStack	0.3231	-12.5069	dual-entry (crossover OR pullback-reclaim). sharpe 0.36→0.32, pf 1.92→1.43. pullback reclaims weaker than crossovers — quality dilution. revert.
b88b829	evolve	MACDMomentum	0.5192	-12.6162	MACD 19/39→16/32 bisect. sharpe 0.62→0.52. 19/39 confirmed optimum.
b88b829	stable	MeanRevBB	0.5248	-11.1541	untouched. stagnation=2.
b88b829	evolve	TrendEMAStack	0.3624	-8.2612	revert dual-entry.
7191de5	evolve	MACDMomentum	0.6194	-6.9946	revert MACD to 19/39.
7191de5	evolve	MeanRevBB	0.3245	-11.8960	volume bracket 1.25x. sharpe 0.52→0.32. any vol threshold >1.0x hurts MR.
7191de5	stable	TrendEMAStack	0.3624	-8.2612	untouched. stagnation=1.
edc974b	evolve	MACDMomentum	0.6295	-6.9946	+RSI<80 filter (don't chase overbought). sharpe 0.62→0.63 (new best!), profit +88→+93, pf 1.83→1.91, trades 213→203. clean filter — cuts 10 overbought entries.
edc974b	evolve	MeanRevBB	0.5248	-11.1541	revert vol filter.
edc974b	stable	TrendEMAStack	0.3624	-8.2612	untouched. stagnation=2.
c67e62f	evolve	MACDMomentum	0.6664	-5.1354	RSI<80→75. sharpe 0.63→0.67 (new best!), profit +93→+100%, DD -7→-5.1, pf 1.91→2.11. clean win. first strategy to cross +100% profit.
c67e62f	stable	MeanRevBB	0.5248	-11.1541	untouched. stagnation=1.
c67e62f	stable	TrendEMAStack	0.3624	-8.2612	untouched. stagnation=3 — MUST touch next.
1b5294c	evolve	MACDMomentum	0.5237	-4.6394	RSI<70. sharpe 0.67→0.52. too strict. 75 optimum confirmed. Calmar 18.4 vs Sharpe matters.
f688548	evolve	MACDMomentum	0.6664	-5.1354	revert to RSI<75.
8880d0e	evolve	MACDMomentum	0.6664	-5.1354	untouched same values.
8880d0e	evolve	MeanRevBB	0.5248	-11.1541	+RSI<75 filter. IDENTICAL — no-op: MR entries inherently low-RSI (bouncing from bb_lower). never triggered.
