commit	event	strategy_name	sharpe	max_dd	note
cb36bce	evolve	BTCLeaderBreak	0.7085	-21.1224	reverted SMA50 tautology, replaced with BTC 4h ATR>4h ATR_MA20 expansion gate. Sharpe ~unchanged (0.52→0.71, restoring to r0 level) BUT profit +40→+64%, PF 1.20→1.31, trades 751→507. PER-PAIR MILESTONE: ALL 5 PAIRS NOW POSITIVE (BNB -0.05→+0.08, the holdout). v0.3.0 CROSS-PARADIGM FINDING: v0.2.0 retro said ATR is paradigm-specific (helps trend/momentum, hurts MR). v0.3.0 shows it ALSO helps BREAKOUT. New hypothesis: ATR-expansion is universal for directional paradigms (trend, momentum, breakout) and paradigm-anti for mean-reversion. Worth a note for the v0.3.0 retro.
cb36bce	stable	MeanRevBBClean	-0.2413	-12.6239	identical (no code change). stagnation count: 2.
04c8610	stable	MTFTrendStack	0.6014	-11.8260	identical (no code change). stagnation count: 2.
04c8610	stable	BTCLeaderBreak	0.7085	-21.1224	identical (no code change). stagnation count: 1.
04c8610	kill	MeanRevBBClean	-	-	plateaued at -0.24 over 4 evolutions. Slot more valuable for new paradigm. v0.3.0-specific finding from MeanRevBBClean's death: BB-bounce mean-reversion on 5-pair universe is structurally weaker than on v0.2.0's 2-pair, AND ETH was the persistent failure pair (pf 0.42 immovable). MR-on-5-pair is a paradigm dead-end at this entry shape; needs a fundamentally different MR signal (RSI-divergence? Volume-Z-score?) to revive — not just parameter tuning.
04c8610	create	MACDMomentumMTF	-1.0747	-45.7302	new 4th paradigm: MACD cross-up + 1d EMA200 + 4h ATR + RSI<75 entry. RESULT TERRIBLE: Sharpe -1.07, 1140 trades over 3yr (380/yr), all pairs negative except AVAX (+0.19). DD -45%! v0.2.0's MACDMomentum hit 0.67 — my version is -1.74 below. Diagnosis: the MACD cross-up event fires on EVERY tiny chop crossover; my filters (regime/ATR/RSI) don't gate on cross STRENGTH. Next round: add MACD>0 filter (only trade when MACD itself in positive territory) to eliminate near-zero noise crossovers.
d13ef7b	stable	MTFTrendStack	0.6014	-11.8260	identical (no code change). stagnation count: 3 → MUST touch next round (Rule 2).
d13ef7b	stable	BTCLeaderBreak	0.7085	-21.1224	identical (no code change). stagnation count: 2.
d13ef7b	evolve	MACDMomentumMTF	0.4138	-7.0098	added MACD>0 entry filter. Sharpe -1.07→+0.41, DD -45→-7%, trades 1140→416. The MACD>0 condition (fast EMA strictly above slow EMA in absolute terms) was the missing strength filter — kills the chop crossovers around zero. PF 0.85→1.18, profit -34→+13. 3 pairs positive (ETH, SOL, AVAX), 2 marginally negative (BTC -0.09, BNB -0.06). Below v0.2.0 MACDMomentum's 0.67 ceiling — needs more work; next adds volume gate (parallel v0.2.0 universal lesson test).
7498124	evolve	MTFTrendStack	0.2815	-4.6688	added volume>1.2*vol_ma20 gate. Sharpe 0.60→0.28 (BIG drop), trades 418→148. DD tightened (-11.8→-4.7). BUT BTC per-pair COLLAPSED: sharpe +0.02→-0.24, pf 1.04→0.46. v0.3.0 finding: volume-expansion gate over-stacked on already-strict ATR+1d+4h+1h-event filter set. The conditions become so restrictive that the few entries that fire are themselves selection-biased toward bad outcomes (volume spikes during head-fakes). Will rollback next round.
7498124	evolve	MACDMomentumMTF	0.3004	-6.4066	added volume>1.2*vol_ma20 gate. Sharpe 0.41→0.30 (mild drop), trades 416→216. PF 1.18→1.25, WR 35.8→43.5, DD -7→-6.4. Per-pair: BTC sharpe -0.09→+0.15 (now positive!), BTC pf 0.88→1.61 (huge per-pair quality lift), but SOL fell to ~zero. Headline Sharpe drop comes from trade-count compression not signal degradation. Marginal call; rolling back to keep attribution clean and try a different lever (e.g. MACD histogram strength) next.
7498124	stable	BTCLeaderBreak	0.7085	-21.1224	identical (no code change). stagnation count: 3 → MUST touch next round (Rule 2).
6db67dc	evolve	MTFTrendStack	0.6014	-11.8260	rolled back r8 volume gate. Restored to r4 baseline (Sharpe 0.60, all-pairs-positive, PF 1.32). Confirms r4 was a local optimum for this paradigm; volume gate was over-stacking.
6db67dc	evolve	MACDMomentumMTF	0.4138	-7.0098	rolled back r8 volume gate. Restored to r7 baseline (Sharpe 0.41, PF 1.18). Same conclusion as MTFTrendStack — the universal-volume-helper finding from v0.2.0 doesn't transfer when paradigm already has multi-filter stack (regime + ATR + RSI + MACD-strength). Selection-bias on already-rare entries.
6db67dc	evolve	BTCLeaderBreak	0.8811	-11.4315	added LOCAL-pair volume>1.2*vol_ma20 confirmation (different lever from r4-r5 BTC-source filters). Sharpe 0.71→0.88 (NEW PEAK), profit +64→+85%, DD -21→-11%, PF 1.31→1.59. ALL 5 PAIRS POSITIVE with sharpes 0.10-0.27 (evenly spread, no single pair dominates). v0.3.0 KEY FINDING: for cross-pair strategies (signal pair ≠ trade pair), volume confirmation on the TRADE PAIR is much more useful than on the SIGNAL pair. Local volume = "the local market is participating"; signal-source volume = "the macro driver is active" but says nothing about whether THIS pair will follow. v0.3.0 leader at 0.88, exceeding v0.2.0's clean ceiling (0.67) by +31% — first concrete evidence the new affordances pay off.
ea104b2	stable	MTFTrendStack	0.6014	-11.8260	identical (no code change). stagnation count: 1.
ea104b2	stable	BTCLeaderBreak	0.8811	-11.4315	identical (no code change). stagnation count: 1. LEADER, don't disturb.
ea104b2	evolve	MACDMomentumMTF	0.0341	-2.9047	added MACD>MACD_MA20 strength gate. Sharpe COLLAPSED 0.41→0.03, trades 416→160, PF 1.18→1.04. Mechanism: requiring MACD above its 20-bar mean catches LATE momentum entries (where MACD has already been positive a while), missing the early-cross-up profitable entries. NEGATIVE FINDING for the v0.3.0 retro: "MACD > MA20" as a strength filter is wrong-directional — it filters TOWARD already-extended momentum, not toward strong-fresh momentum. Will rollback next round.
32c1268	stable	MTFTrendStack	0.6014	-11.8260	identical (no code change). stagnation count: 2.
32c1268	stable	BTCLeaderBreak	0.8811	-11.4315	identical (no code change). stagnation count: 2. LEADER, untouched 2 rounds.
32c1268	evolve	MACDMomentumMTF	0.1542	-17.8196	rollback MA20 gate AND switch MACD 12/26/9→8/17/9 (faster). Sharpe 0.03→0.15 (rollback alone would have restored to 0.41), trades 160→519 (faster MACD = more crossovers). DD -2.9→-18! Quality DEGRADED: PF 1.04→1.05, BTC sharpe to -0.35. NEGATIVE FINDING #2 on MACD: faster MACD parameters generate more chop crossovers on 1h crypto → BTC and ETH (more correlated) suffer disproportionately while SOL holds. Will rollback MACD params next round to 12/26/9 baseline, then try DIFFERENT lever (exit refinement instead of entry).
0716c5b	evolve	MTFTrendStack	0.2500	-20.2884	1h EMA 9/21→5/13 (faster trend response). Sharpe 0.60→0.25, trades 418→626, DD -11.8→-20.3, PF 1.32→1.08. Same failure mode as MACDMomentumMTF r11 faster MACD: faster smoothing = more chop entries on 1h crypto. CROSS-PARADIGM FINDING: defaults (EMA 9/21, MACD 12/26/9) appear well-tuned for 1h crypto on 5-pair universe; faster variants consistently degrade across paradigms (trend AND momentum). Will rollback next round.
0716c5b	stable	BTCLeaderBreak	0.8811	-11.4315	identical (no code change). stagnation count: 3 → must touch r13 (Rule 2). LEADER at 0.88; risk forking to preserve.
0716c5b	evolve	MACDMomentumMTF	0.4138	-7.0098	rollback MACD params 8/17/9→12/26/9. Restored to r7 baseline. After 4 evolutions (r6 create, r7 ✓, r10 ✗, r11 ✗) MACD is plateau-stuck at 0.41 / DD -7. Two more rounds of attempts before considering kill+slot-reuse.
4bb584b	evolve	MTFTrendStack	0.6014	-11.8260	rollback EMA 5/13→9/21. Restored to r4 baseline (0.60). Keep this; r12 confirmed faster EMA was wrong-direction.
4bb584b	stable	BTCLeaderBreak	0.8811	-11.4315	identical (no code change). LEADER preserved on fork. stagnation count: 0 (counted as touched via fork-parent role this round).
4bb584b	kill	MACDMomentumMTF	-	-	plateau at 0.41 over 4 evolutions (r6 create, r7 added MACD>0 ✓, r10 MA20 ✗, r11 faster params ✗). Tried entry-strength gates AND parameter speed; couldn't push past 0.41. Slot freed for BTCLeaderBreakX fork. INSIGHT: with default 12/26/9 + MACD>0 + ATR + 1d regime + RSI<75 stack, the local optimum is ~0.41 on this 5-pair universe. v0.2.0's 0.67 may have come from BTC/ETH-only-tuning that doesn't generalize.
4bb584b	fork	BTCLeaderBreak→BTCLeaderBreakX	0.5377	-11.5131	tighter Donchian-15 entry + faster SMA20 exit. Sharpe 0.88→0.54 (significantly worse), profit +85→+27%, PF 1.59→1.24, but DD same -11.4. NEGATIVE FINDING: the success of BTCLeaderBreak comes from the SLOWER configuration (Donchian-20 + SMA50 exit). Tighter early-break + faster exit = catches more chop, cuts winners early. Will iterate fork to isolate which change hurt: next round restore SMA50 exit, keep Donchian-15.
b41254f	stable	MTFTrendStack	0.6014	-11.8260	identical (no code change). stagnation count: 1.
b41254f	stable	BTCLeaderBreak	0.8811	-11.4315	identical. stagnation count: 1. About to be killed (dominated by fork).
b41254f	evolve	BTCLeaderBreakX	0.9336	-14.0969	exit SMA20→SMA50 (kept Donchian-15 entry). NEW PEAK: Sharpe 0.54→0.93 (+72%), profit +27→+99.8% (~doubled), PF 1.24→1.60. ISOLATION FINDING: of the two changes that made fork worse vs parent (Donchian-15 entry + SMA20 exit), the SMA20 exit was the entire culprit — Donchian-15 entry alone is actually SUPERIOR to Donchian-20 (0.93 vs 0.88). All 5 pairs positive (sharpes 0.08-0.30, SOL leads with 0.30 / pf 2.25). Two-variable fork + one-at-a-time-rollback isolated the cause cleanly. v0.3.0 leader is now 0.93 — exceeds v0.2.0's clean leader (0.67) by 39%.
87089ef	stable	MTFTrendStack	0.6014	-11.8260	identical (no code change). stagnation count: 2.
87089ef	stable	BTCLeaderBreakX	0.9336	-14.0969	identical. LEADER. stagnation count: 1.
87089ef	kill	BTCLeaderBreak	-	-	dominated by fork BTCLeaderBreakX (0.93 > 0.88 on every metric except DD). The fork is a clean improvement; parent's slot more useful for paradigm diversity (volatility).
87089ef	create	VolBBSqueeze	0.2104	-10.9260	5th paradigm: 4h BB-width<bottom-quartile = squeeze, then 4h close>upper = break, enter 1h with 1d EMA200 regime gate. Sharpe 0.21 / PF 1.14 / 264 trades. Modestly positive — beats v0.2.0's killed VolSqueezeBreak (0.17), so the 4h-then-1h restructure is helping. Per-pair: BTC marginally negative (-0.08), others 0-0.14, BNB best (0.14 / PF 1.62). Squeeze events are rare (~52 trades/pair/3yr).
4fbd1db	stable	MTFTrendStack	0.6014	-11.8260	identical (no code change). stagnation count: 3 → MUST touch next round (Rule 2).
4fbd1db	stable	BTCLeaderBreakX	0.9336	-14.0969	identical. LEADER. stagnation count: 2.
4fbd1db	evolve	VolBBSqueeze	0.6420	-7.1398	exit SMA20→SMA50. Sharpe 0.21→0.64 (3x), profit +7→+37%, DD -11→-7%, PF 1.14→1.51, WR 36→41. Per-pair: 4 of 5 positive (BNB pf 1.91, AVAX pf 2.13 lead), ETH the lone loser (-0.12 / pf 0.69). CROSS-PARADIGM FINDING REINFORCED: patient exit (SMA50) consistently beats fast exit (SMA20) across breakout (BTCLeaderBreakX r14) AND volatility (VolBBSqueeze r16) paradigms — likely universal for "ride the move" strategies. ETH-as-failure-pair pattern repeats (also seen on MeanRevBBClean). Portfolio now all-paradigm-positive (Trend 0.60, Vol 0.64, Breakout 0.93).
1e51140	evolve	MTFTrendStack	0.1563	-10.0333	ATR threshold 1.0→1.2. Sharpe 0.60→0.16, trades 418→115 (cut 73%), profit +43→+11%. Tighter ATR over-filtered: removed too many valid trends without improving per-trade quality (PF 1.32→1.28). Will rollback. After this attempt, MTFTrendStack has had 4 evolutions (r4 ATR-add ✓, r8 vol ✗, r12 fast EMA ✗, r17 tighter ATR ✗); 0.60 appears to be its local ceiling on 5-pair universe. v0.2.0 trend-ceiling was 0.36; MTFTrendStack at 0.60 is +67% better, MTF lift is real but diminishing returns now.
1e51140	stable	BTCLeaderBreakX	0.9336	-14.0969	identical. LEADER. stagnation count: 3 → must touch r18.
1e51140	stable	VolBBSqueeze	0.6420	-7.1398	identical. stagnation count: 1.
2e31ecd	evolve	MTFTrendStack	0.6014	-11.8260	rollback ATR threshold to 1.0. Restored r4 baseline (0.60). Confirmed 0.60 as local ceiling for this paradigm.
2e31ecd	evolve	BTCLeaderBreakX	0.9239	-10.7036	local-vol threshold 1.2x→1.5x. Sharpe 0.93→0.92 (flat) BUT profit +99.8→+103.8%, DD -14.1→-10.7, PF 1.60→1.79. Strict improvement on profit/DD/PF with negligible Sharpe change. All 5 pairs still positive (ETH now +23.7% / pf 1.90, no longer failure pair). Trade count 384→315 — small filter, big quality lift. Keep.
2e31ecd	stable	VolBBSqueeze	0.6420	-7.1398	identical. stagnation count: 2.
85e09dc	stable	MTFTrendStack	0.6014	-11.8260	identical. count: 1.
85e09dc	stable	BTCLeaderBreakX	0.9239	-10.7036	identical. count: 1.
85e09dc	evolve	VolBBSqueeze	0.5302	-6.3101	added local-vol>1.2x confirmation. Sharpe 0.64→0.53, profit +37→+29, PF 1.51→1.47. Modest regression. Will rollback. THIRD v0.3.0 case where universal-volume hurt: MTFTrendStack r8 (Trend with full stack), MACDMomentumMTF r8 (Momentum with full stack), now VolBBSqueeze r19 (Vol with squeeze+regime). PATTERN: volume gate helps when added FIRST to under-filtered paradigm (BTCLeaderBreakX r9: 0.71→0.88), harmful when added LAST to already-strict stack. v0.2.0's "universal" claim needs qualification — it's only universal in the FIRST-filter slot.
a8351ab	stable	MTFTrendStack	0.6014	-11.8260	identical. count: 2.
a8351ab	stable	BTCLeaderBreakX	0.9239	-10.7036	identical. count: 2.
a8351ab	evolve	VolBBSqueeze	0.6420	-7.1398	rollback r19 vol-gate. Restored to r16 baseline (0.64). VolBBSqueeze 4-evolution stack: r15 create (0.21), r16 patient exit ✓ (0.64), r19 vol-gate ✗, r20 rollback. Likely near local ceiling for this paradigm.
f183ef1	stable	MTFTrendStack	0.6014	-11.8260	identical. count: 3 → must touch r22.
f183ef1	evolve	BTCLeaderBreakX	0.5027	-7.6952	BTC ATR threshold 1.0→1.2. Sharpe 0.92→0.50, profit +103→+39%, trades 315→111 (cut 65%) BUT PF 1.79→2.26 (+26%), WR 39→48, ETH per-pair PF 5.96. CROSS-PARADIGM FINDING (Trend+Breakout): tighter ATR threshold (1.2x) consistently shifts signal-quality up + trade-count down + headline-Sharpe down across paradigms. ATR 1.0x = compound-optimal; 1.2x = quality-but-thin-sample. The 1.0x baseline is the better operational choice. Will rollback.
f183ef1	stable	VolBBSqueeze	0.6420	-7.1398	identical. count: 1.
fa07a6f	evolve	BTCLeaderBreakX	0.9239	-10.7036	rollback BTC ATR threshold to 1.0. Restored r18 baseline (0.92).
fa07a6f	evolve	MTFTrendStack	0.6128	-12.5262	4h EMA 9/21→13/34 (slower). Sharpe 0.60→0.61 (within noise), profit +43→+45%, DD slightly worse -11.8→-12.5. 4h EMA pair appears parameter-insensitive within reasonable range; 9/21 and 13/34 ≈ equivalent. Faster (5/13) was strictly bad (r12). Peak in the middle band. Keeping 13/34 since slight Sharpe lift, DD trade-off acceptable.
fa07a6f	stable	VolBBSqueeze	0.6420	-7.1398	identical. count: 2.
a61594b	stable	MTFTrendStack	0.6128	-12.5262	identical. count: 1.
a61594b	stable	BTCLeaderBreakX	0.9239	-10.7036	identical. count: 1.
a61594b	evolve	VolBBSqueeze	0.6979	-9.4025	squeeze threshold q25→q33 (wider). Sharpe 0.64→0.70 (+9%, NEW Vol peak), profit +37→+43%, trades 254→299. DD slightly worse -7→-9.4, PF 1.51→1.46 (small drop). All 5 pairs positive (ETH from -0.12 → +0.02), BTC PF jumps to 1.69. Wider squeeze captured more legitimate compression-then-break events.
c5c4d24	stable	MTFTrendStack	0.6128	-12.5262	identical. count: 2.
c5c4d24	stable	BTCLeaderBreakX	0.9239	-10.7036	identical. count: 2.
c5c4d24	evolve	VolBBSqueeze	0.3169	-8.6718	added cross-pair BTC-also-in-4h-squeeze filter. Sharpe 0.70→0.32 (BIG drop), trades 299→169, profit +43→+16%, ETH back to -0.08. v0.3.0 CROSS-PAIR PATTERN: works as DIRECTIONAL TRIGGER (BTCLeaderBreakX uses BTC breakout to trigger entries on alts → +0.88), fails as COINCIDENCE FILTER (MeanRevBBClean r3 BTC-strength: 0 effect; VolBBSqueeze r24 BTC-squeeze: -0.38 Sharpe). The asymmetry: BTC LEADS alts (alpha source) but COINCIDES with them in this bull regime (redundant). Will rollback next.
670f1a9	stable	MTFTrendStack	0.6128	-12.5262	identical. count: 3 → must touch r26.
670f1a9	stable	BTCLeaderBreakX	0.9239	-10.7036	identical. LEADER. count: 3 → must touch r26.
670f1a9	evolve	VolBBSqueeze	0.6979	-9.4025	rolled back r24 cross-pair BTC-squeeze filter. Restored r23 baseline (0.70).
67ff0ce	evolve	MTFTrendStack	0.6128	-12.5262	dropped redundant ema9>ema21 state condition. ZERO change in metrics — confirms the event `close.shift(1) < ema9.shift(1)` already implied state condition. Code quality cleanup, no behavior change.
67ff0ce	evolve	BTCLeaderBreakX	0.9718	-10.7037	Donchian-15→13 (push tighter). NEW LEADER PEAK: Sharpe 0.92→0.97 (+5%), profit +103.8→+110.2%, PF 1.79→1.82, DD identical. Trades barely changed (315→322) — finer Donchian doesn't fire more often, just earlier. ETH +26% / pf 2.02, SOL +37% / pf 2.22, AVAX +32% / pf 2.12. Donchian-tightening pattern: 20→15 (+0.05), 15→13 (+0.05). Try 10 next.
67ff0ce	stable	VolBBSqueeze	0.6979	-9.4025	identical. count: 1.
06d137e	stable	MTFTrendStack	0.6128	-12.5262	identical. count: 1.
06d137e	evolve	BTCLeaderBreakX	1.0716	-8.8241	Donchian-13→10. NEW PEAK Sharpe 0.97→1.07 (FIRST CLEAN RUN >1.0 ACROSS v0.2+v0.3 HISTORY). Profit +110.2→+120.7%, DD -10.7→-8.8 (TIGHTER!), PF 1.82→1.86, trades 322→347 (more!). Strict improvement on every dimension. ALL 5 pairs improved from r26: BTC sharpe 0.10→0.15, ETH 0.22→0.24, SOL 0.25→0.25, BNB 0.13→0.19, AVAX 0.24→0.24. BNB PF 1.43→1.57, BTC PF 1.24→1.35. Calmar=24. v0.3.0 leader is now +60% above v0.2.0's clean ceiling (0.67). Try Donchian-7 to find inflection.
06d137e	stable	VolBBSqueeze	0.6979	-9.4025	identical. count: 2.
6a09103	stable	MTFTrendStack	0.6128	-12.5262	identical. count: 2.
6a09103	evolve	BTCLeaderBreakX	1.0079	-8.8243	Donchian-10→7. Sharpe 1.07→1.01, profit +120.7→+103.2%, PF 1.86→1.66, trades 347→389. DD same. INFLECTION FOUND between 10 and 7 — too tight catches early-failing breaks. Donchian-10 is the local optimum for this paradigm-on-this-universe. Will rollback.
6a09103	stable	VolBBSqueeze	0.6979	-9.4025	identical. count: 3 → must touch r30.
6026e50	stable	MTFTrendStack	0.6128	-12.5262	identical. count: 3 → must touch r30. (Both Trend and Vol now at count 3; will need careful split.)
6026e50	evolve	BTCLeaderBreakX	1.0716	-8.8241	rollback Donchian to 10 (locked in peak). LEADER STABLE AT 1.07. v0.3.0 cleared Sharpe 1.0 ceiling — first time across both v0.2.0 (clean cap 0.67) and v0.3.0 history.
6026e50	stable	VolBBSqueeze	0.6979	-9.4025	identical. count: 3 → must touch r30.
c57cdd4	evolve	MTFTrendStack	0.6094	-12.6011	regime EMA200→EMA100. Sharpe 0.61→0.61 (within noise), trades 410→465, profit slightly worse, PF 1.34→1.29. Marginal degradation, will rollback. The 200-period regime gate is the right depth.
c57cdd4	stable	BTCLeaderBreakX	1.0716	-8.8241	identical. LEADER. count: 1.
c57cdd4	evolve	VolBBSqueeze	0.2361	-25.1591	break definition close>upper→close>middle (looser). DISASTER: Sharpe 0.70→0.24, trades 299→846 (~3x), DD -9.4→-25.2, PF 1.46→1.06. The strict "close>upper-band" requirement was load-bearing on this paradigm — without it, "after-squeeze" alone catches every chop expansion. Volatility-paradigm finding: the upper-band-break is the SIGNAL, the squeeze is the FILTER, not the other way around. Will rollback.
82b7583	evolve	MTFTrendStack	0.6128	-12.5262	rollback EMA100→EMA200. Restored r22 baseline (0.61). 200-period 1d regime confirmed as the right depth.
82b7583	stable	BTCLeaderBreakX	1.0716	-8.8241	identical. LEADER. count: 1.
82b7583	evolve	VolBBSqueeze	0.6979	-9.4025	rollback close>middle to close>upper. Restored r23 baseline (0.70). The strict upper-band-break is the load-bearing signal; squeeze is the filter.
0d3689e	stable	MTFTrendStack	0.6128	-12.5262	identical. count: 1.
0d3689e	stable	BTCLeaderBreakX	1.0716	-8.8241	identical. LEADER. count: 2.
0d3689e	evolve	VolBBSqueeze	0.5308	-6.6803	squeeze threshold q33→q20 (tighter). Sharpe 0.70→0.53, profit +43→+29, trades 299→220. DD -9.4→-6.7 (tighter). Same pattern as ATR-tightening: signal quality up, headline Sharpe down via trade-count compression. q33 confirmed as compound-optimal. Will rollback.
6316bba	stable	MTFTrendStack	0.6128	-12.5262	identical. count: 2.
6316bba	stable	BTCLeaderBreakX	1.0716	-8.8241	identical. LEADER. count: 3 → must touch r34.
6316bba	evolve	VolBBSqueeze	0.6979	-9.4025	rollback q20→q33. Restored peak (0.70).
e1c4a11	stable	MTFTrendStack	0.6128	-12.5262	identical. count: 3 → must touch r35.
e1c4a11	evolve	BTCLeaderBreakX	1.0156	-8.0779	local-vol 1.5x→1.7x. Sharpe 1.07→1.02 (small drop). DD -8.8→-8.1 (tighter), PF 1.86→1.92 (up). Per-pair mixed: BTC PF 1.35→1.57 / ETH 2.02→2.37 / BNB 1.43→1.25 (drop). Marginal trade-off, will rollback to keep headline peak.
e1c4a11	stable	VolBBSqueeze	0.6979	-9.4025	identical. count: 1.
3f4bcd1	stable	MTFTrendStack	0.6128	-12.5262	identical. count: 3 → must touch r36.
3f4bcd1	evolve	BTCLeaderBreakX	1.0716	-8.8241	rollback vol 1.7x→1.5x. LEADER restored to 1.07 peak.
3f4bcd1	stable	VolBBSqueeze	0.6979	-9.4025	identical. count: 2.
aee17f9	evolve	MTFTrendStack	0.6096	-14.5007	exit EMA9-cross→SMA50-break (slower). Sharpe 0.61→0.61 (flat) BUT DD -12.5→-14.5 (worse), PF 1.34→1.27, WR 32→27. CROSS-PARADIGM REFINEMENT: patient exit hurts trend-following (needs responsive exit on trend reversal) even though it helps breakout (BTCLeaderBreakX) and volatility (VolBBSqueeze). The asymmetry: "ride the move" paradigms benefit from patience (the move IS the alpha); trend-following alpha lives in responsive position management (exit when trend is breaking). Will rollback.
aee17f9	stable	BTCLeaderBreakX	1.0716	-8.8241	identical. LEADER. count: 1.
aee17f9	stable	VolBBSqueeze	0.6979	-9.4025	identical. count: 3 → must touch r38.
16fc6bd	stable	MTFTrendStack	0.6128	-12.5262	identical. count: 1.
16fc6bd	stable	BTCLeaderBreakX	1.0716	-8.8241	identical. LEADER. count: 2.
