commit	event	strategy_name	sharpe	max_dd	note
ef090e4	evolve	CrossPairMomentum	0.4239	-11.30	Attempt: tighten ROC 7→7.5. Sharpe 0.433→0.424, slightly too tight. Reverted. ROC 7.0 is the optimal sweet spot.
ef090e4	stable	MeanRevRSI	0.5044	-16.04	Stable at 0.50 peak.
ef090e4	stable	TrendMtfConfluence	0.5959	-26.14	Stable at 0.60 peak.
3f06719	evolve	MeanRevRSI	0.4372	-16.04	Attempt: BB 2.2→2.4. Sharpe 0.50→0.44 — too restrictive, cuts trades too aggressively. Reverted. BB 2.2 is the sweet spot.
3f06719	stable	CrossPairMomentum	0.4332	-11.30	Stable at 0.43.
3f06719	stable	TrendMtfConfluence	0.5959	-26.14	Stable at 0.60 peak.
eb4024c	evolve	TrendMtfConfluence	0.5987	-26.14	Removed neutral BTC RSI<70 guard. Sharpe 0.596→0.599 — confirmed neutral. Strategy simplified to core formula: 1d EMA200 regime + 4h EMA trend + 1h RSI 35-48 pullback + exit RSI>75 or EMA cross.
eb4024c	stable	CrossPairMomentum	0.4332	-11.30	Stable at 0.43.
eb4024c	stable	MeanRevRSI	0.5044	-16.04	Stable at 0.50.
a297f1b	evolve	MeanRevRSI	0.5347	-19.76	Widened 4h RSI 45→50 with BB 2.2. Sharpe 0.50→0.53, profit 35.6→39.3%, trades 217→260. BB 2.2 already filters extreme prices — 4h RSI can be looser. SOL breakout (0.07→0.16). Optimal config: 1d EMA50 + 4h RSI<50 + 1h RSI<32 + BB 2.2 + exit RSI>65.
a297f1b	stable	CrossPairMomentum	0.4332	-11.30	Stable. 3rd consecutive — forced action round 27.
a297f1b	stable	TrendMtfConfluence	0.5987	-26.14	Stable at 0.60.
3b6e96f	evolve	CrossPairMomentum	0.5041	-8.14	Added volume expansion filter. Breakthrough! Sharpe 0.43→0.50, profit 37.2→43.3%, DD -11.3→-8.1%, pf 1.53→1.90. Volume validates momentum breakouts — filters false signals. ETH flipped positive. New optimal: all 4 layers (4h trend + ROC + BTC ROC + volume) working.
3b6e96f	stable	MeanRevRSI	0.5347	-19.76	Stable at 0.53 peak.
3b6e96f	stable	TrendMtfConfluence	0.5987	-26.14	Stable at 0.60 peak.
9bc1cc9	evolve	MeanRevRSI	0.5347	-19.76	Added exit requirement: close>BB_mid AND RSI>65. Neutal (same as RSI>65 alone) — after mean reversion from BB_lower extreme, RSI recovery to 65 always coincides with price recovery to SMA. Harmless safety check, kept.
9bc1cc9	stable	CrossPairMomentum	0.5041	-8.14	Stable at 0.50 peak.
9bc1cc9	stable	TrendMtfConfluence	0.5987	-26.14	Stable. 2nd consecutive.
a59b83c	evolve	TrendMtfConfluence	0.6388	-25.72	Pushed RSI exit 75→78. Sharpe 0.60→0.64, profit 52.7→69.0%, pf 1.18→1.25. BTC breakout (0.08→0.19), BNB improved (0.08→0.15). RSI exit threshold series: 70→75 (+0.19), 75→78 (+0.04). Sweet spot trending up.
a59b83c	stable	CrossPairMomentum	0.5041	-8.14	Stable at 0.50.
a59b83c	stable	MeanRevRSI	0.5347	-19.76	Stable at 0.53.
30f31fe	evolve	TrendMtfConfluence	0.6338	-25.72	Pushed RSI exit 78→80. Sharpe 0.639→0.634 — past the peak. Reverted to 78. RSI exit sweet spot confirmed: 78 (series: 70→0.41, 75→0.60, 78→0.64, 80→0.63).
30f31fe	stable	CrossPairMomentum	0.5041	-8.14	Stable at 0.50.
30f31fe	stable	MeanRevRSI	0.5347	-19.76	Stable. 2nd consecutive.
a49909c	evolve	MeanRevRSI	0.2781	-19.76	Attempt: RSI exit 65→68 with tighter entry. Catastrophic: 0.53→0.28. Even with BB 2.2+4h RSI<50, the 65 exit is optimal. Reverted. RSI>65 confirmed universal sweet spot for this paradigm.
a49909c	stable	CrossPairMomentum	0.5041	-8.14	Stable. 2nd consecutive.
a49909c	stable	TrendMtfConfluence	0.6388	-25.72	Stable at 0.64 peak.
30688d3	evolve	CrossPairMomentum	0.5208	-8.14	Removed stoploss -0.12→-0.99. Sharpe 0.50→0.52, pf 1.90→1.94. Stoploss was cutting momentum winners — same pattern as TrendMtf and MeanRevRSI. All 3 strategies now confirm: stops hurt in this bull regime.
30688d3	stable	MeanRevRSI	0.5347	-19.76	Stable at 0.53.
30688d3	stable	TrendMtfConfluence	0.6388	-25.72	Stable at 0.64 peak.
17d66be	evolve	TrendMtfConfluence	0.5818	-25.72	Attempt: widen RSI entry band 35-48→33-50. Sharpe 0.64→0.58 — wider band adds noise, dilutes edge. Reverted. RSI 35-48 confirmed as optimal entry band.
17d66be	stable	CrossPairMomentum	0.5208	-8.14	Stable at 0.52.
17d66be	stable	MeanRevRSI	0.5347	-19.76	Stable. 2nd consecutive.
57706fb	evolve	MeanRevRSI	0.5725	-16.39	Added cross-pair BTC RSI<40 filter — market-wide oversold confirmation. Sharpe 0.53→0.57, profit 39.3→41.7%, DD -19.8→-16.4%, pf 1.37→1.46. AVAX flipped positive (0.02)! Cross-pair affordance works for mean-reversion: altcoin oversold + BTC weak = stronger reversion signal.
57706fb	stable	CrossPairMomentum	0.5208	-8.14	Stable at 0.52.
57706fb	stable	TrendMtfConfluence	0.6388	-25.72	Stable at 0.64 peak.
def265d	evolve	CrossPairMomentum	0.2898	-8.14	Attempt: BTC RSI<65 guard. Catastrophic: 0.52→0.29. BTC RSI conflicts with BTC ROC — when momentum is strong enough for ROC>4, RSI is naturally elevated. RSI filter eliminates the very entries we want. Paradigm-specific: RSI filters must align with entry direction (weakness for MR, strength for momentum).
def265d	stable	MeanRevRSI	0.5725	-16.39	Stable at 0.57 peak.
def265d	stable	TrendMtfConfluence	0.6388	-25.72	Stable at 0.64 peak.
9fab4ad	evolve	MeanRevRSI	0.3853	-16.39	Attempt: BB period 20→14. Sharpe 0.57→0.39 — 14-period too short for reliable extreme detection. Reverted. BB(20, 2.2) confirmed as optimal: captures statistically meaningful extremes.
9fab4ad	stable	CrossPairMomentum	0.5208	-8.14	Stable at 0.52.
9fab4ad	stable	TrendMtfConfluence	0.6388	-25.72	Stable. 3rd consecutive — forced evolution in round 37.
856ccb1	evolve	TrendMtfConfluence	0.5597	-25.72	Attempt: 4h RSI>75 exit for higher-TF overbought. Sharpe 0.64→0.56 — 4h RSI stays elevated in strong bull trends, exits too early. Reverted. 1h RSI + EMA cross remain the optimal exit combo.
856ccb1	stable	CrossPairMomentum	0.5208	-8.14	Stable at 0.52.
856ccb1	stable	MeanRevRSI	0.5725	-16.39	Stable at 0.57 peak.
562a40d	evolve	CrossPairMomentum	0.1923	-8.14	Attempt: 1d EMA200 regime filter. Catastrophic: 0.52→0.19. 1d EMA200 is too slow for momentum signals — 4h trend + EMA50 + BTC ROC already provide sufficient directional context. Key finding: 1d regime filters are PARADIGM-SPECIFIC — help trend/MR, destroy momentum.
562a40d	stable	MeanRevRSI	0.5725	-16.39	Stable at 0.57.
562a40d	stable	TrendMtfConfluence	0.6388	-25.72	Stable at 0.64.
bed30ab	evolve	MeanRevRSI	0.5130	-16.39	Attempt: 4h RSI 50→52 with BTC cross-pair context. Sharpe 0.57→0.51 — 50 still the sweet spot even with cross-pair. Reverted. MeanRevRSI optimal config firmly confirmed: 7-layer stack all verified through bracketing.
bed30ab	stable	CrossPairMomentum	0.5208	-8.14	Stable at 0.52.
bed30ab	stable	TrendMtfConfluence	0.6388	-25.72	Stable at 0.64.
